Date,5375,5600,6400,6600,6775,6800,6825,6850,6875,6900,6925,6950,6975,7000,7025,7050,7075,7100,7125,7150,7175,7200,7225,7250,7275,7300,7325
17/05/2018,22,27.5,63,78.5,97,99.5,103,106,109.5,113,116.5,120,124,128,132,136.5,141,146,150.5,156,161,166.5,172.5,178.5,184.5,191,197.5
18/05/2018,23,29,65,81.5,99.5,102.5,106,109,112.5,116,119.5,123.5,127.5,131.5,135.5,140,144.5,149.5,154.5,159.5,165,170.5,176.5,182.5,188.5,195,202
21/05/2018,21.5,27,60,74.5,91,94,96.5,99.5,102.5,105.5,109,112.5,116,119.5,123,127,131,135.5,140,144.5,149,154,159.5,164.5,170,176,182
22/05/2018,20,24.5,55.5,69,84.5,87,89.5,92.5,95,98,101,104.5,107.5,111,114.5,118,122,126,130,134.5,139,143.5,148.5,153.5,158.5,164,169.5
23/05/2018,23,28.5,66,83,102.5,105.5,109,112.5,116,119.5,123.5,127.5,131.5,136,140,145,149.5,154.5,159.5,165,170.5,176.5,182.5,188.5,195,201.5,208.5
24/05/2018,25,31.5,72,90.5,111.5,115,118.5,122.5,126,130,134,138.5,143,147.5,152.5,157.5,162.5,168,173.5,179,185,191.5,198,204.5,211.5,218.5,226
25/05/2018,25.5,31.5,71.5,89.5,109.5,113,116.5,120,124,128,132,136,140.5,145,149.5,154.5,159.5,165,170.5,176,182,188,194.5,201,208,215,222
28/05/2018,25.5,31.5,71.5,89.5,109.5,113,116.5,120,124,128,132,136,140.5,145,149.5,154.5,159.5,165,170.5,176,182,188,194.5,201,208,215,222
29/05/2018,28.5,35.5,84.5,107,132.5,136.5,141,145.5,150,154.5,159.5,164.5,170,175.5,181,187,193,199.5,206,213,220,227,234.5,242.5,250.5,258.5,267
30/05/2018,25,31.5,77.5,99,123,127,131,135,139.5,144,149,153.5,159,164,169.5,175,181,187,193,199.5,206.5,213,220.5,228,235.5,243.5,251.5
31/05/2018,24,30.5,75,96,119,123,127,131,135.5,140,144.5,149,154,159,164.5,170,175.5,181.5,187.5,194,200.5,207,214,221.5,229,236.5,244.5
01/06/2018,22.5,28.5,70.5,90,112,115.5,119.5,123,127.5,131.5,136,140.5,145,150,155,160.5,166,171.5,177.5,183.5,189.5,196,203,210,217,224.5,232.5
04/06/2018,20.5,26,64,81.5,102,105,108.5,112,116,120,124,128,132.5,137,141.5,146,151.5,156.5,162,167.5,173.5,179.5,185.5,192,199,206,213
05/06/2018,20.5,26,66,85,106.5,110,114,118,122,126,130.5,135,139.5,144.5,149.5,154.5,160,166,171.5,177.5,184,190.5,197.5,204.5,211.5,219.5,227
06/06/2018,19,24.5,62,80,100.5,104,107.5,111,115,119,123,127,131.5,136,141,146,151,156.5,162,168,174,180,186.5,193.5,200.5,207.5,215
07/06/2018,19,24.5,60.5,77.5,97.5,100.5,104,107.5,111.5,115,119,123.5,127.5,132,136.5,141.5,146.5,152,157,163,168.5,175,181,187.5,194.5,201.5,209
08/06/2018,19.5,25,62.5,80.5,101.5,105,108.5,112.5,116.5,120.5,124.5,129,133.5,138,143,148,153.5,159,165,170.5,177,183.5,190,197,204,211.5,219.5
11/06/2018,17,22,54.5,70.5,88.5,91.5,95,98,101.5,105,108.5,112.5,116.5,120.5,125,129.5,134,139,144,149.5,154.5,160.5,166.5,172.5,179,185.5,192.5
12/06/2018,17.5,22,56.5,73,92,95,98.5,102,105.5,109.5,113,117,121.5,126,130.5,135,140,145.5,150.5,156,162,168,174.5,181,187.5,194.5,202
13/06/2018,17.5,22,55.5,71.5,90.5,93.5,97,100,103.5,107.5,111,115,119.5,123.5,128,133,137.5,142.5,148,153.5,159,165,171.5,177.5,184.5,191.5,198.5
14/06/2018,15,19.5,49,63,79.5,82.5,85,88,91.5,94.5,98,101.5,105,109,113,117,121.5,126,130.5,135.5,140.5,145.5,151.5,157,163,169,175.5
15/06/2018,19,24,62,80,101.5,105,108.5,112.5,116.5,121,125,129.5,134.5,139,144.5,149.5,155,161,167,173,179.5,186,193,200.5,208,215.5,224
18/06/2018,20,25.5,64.5,83.5,105.5,109,113,117,121,125,129.5,134,139,144,149,154.5,160,166,172,178,184.5,191.5,198.5,205.5,213,221,229
19/06/2018,20,26,67,86.5,109.5,113.5,117.5,121.5,126,130.5,135,140,145,150,155.5,161,167,173,179.5,186,192.5,200,207,215,222.5,231,239.5
20/06/2018,19,24.5,63,81.5,103,106.5,110.5,114.5,118.5,122.5,127,131.5,136,141,146,151.5,157,162.5,168.5,175,181.5,188,195,202,209.5,217.5,225.5
21/06/2018,19.5,25.5,70,91.5,117,121,125.5,130,134.5,139.5,144.5,150,155.5,161,167,173,179.5,186,193,200,207.5,215,223,231.5,240,249,258
22/06/2018,15,20,54.5,71,91,94,97.5,101,104.5,108.5,112.5,116.5,121,125.5,130.5,135,140,145.5,151,156.5,162.5,169,175,182,189,196,203.5
25/06/2018,22.5,29.5,77.5,101,128.5,133,138,142.5,148,153,158.5,164,170,176.5,182.5,189.5,196,203.5,210.5,218.5,226.5,234.5,243,252,261,270.5,280.5
26/06/2018,20.5,26.5,70.5,92,117,121.5,125.5,130,135,139.5,144.5,150,155.5,161,167,173,179.5,186,193,200,207.5,215,223,231.5,240,248.5,258
27/06/2018,19,25,65.5,85.5,108.5,112,116,120,124.5,129,133.5,138.5,143.5,148.5,154,159.5,165.5,171.5,178,184.5,191,198,205.5,213,221,229,237.5
28/06/2018,21,27,69.5,90,113,117,121,125,129.5,134,138.5,143.5,148.5,153.5,159,164.5,170.5,176.5,182.5,189,196,203,210,217.5,225.5,233.5,242
29/06/2018,18,23.5,62,80,101,104.5,108,112,116,120,124,128.5,133,137.5,142.5,147.5,153,158.5,164,170,176,182.5,189,196,203,210.5,218.5
02/07/2018,21.5,28.5,75,97.5,123,127,131.5,136,140.5,145.5,150.5,156,161,167,173,179,185,191.5,198.5,205.5,213,220.5,228.5,236.5,245,253.5,262.5
03/07/2018,20,26,69,89,112.5,116.5,120.5,125,129,133.5,138.5,143.5,148.5,154,159.5,165,171,177,183.5,190.5,197.5,204.5,212,219.5,228,236,245
04/07/2018,19.5,25.5,68.5,89,112.5,116.5,120.5,125,129.5,134,139,144,149,154.5,160,165.5,172,178,184.5,191.5,198.5,206,213.5,221.5,229.5,238,247
